description,unspsc_code
Retail stock: Nominant fruits,503070
Retail stock: Canned or jarred melons,503646
Invoice includes: Underground roof support structures,302515
Retail stock: Dried mushrooms,504248
Retail stock: Dried summer squashes and summer pumpkins,504262
Warehouse input: Frozen peppers,504455
Ordered Snack foods,501921
Received delivery of Canned or jarred loquats,503643
Restock: Limes,503042
Retail stock: Frozen saskatoon berries,503466
Warehouse input: Specialty steel coils,302643
Used in maintenance: Dried summer squashes and summer pumpkins,504262
Warehouse input: Frozen tomatoes,504464
Restock: Sand,043050
Used in maintenance: Canned or jarred carrots,504625
Ordered Frozen malanga,504447
Invoice includes: Canned or jarred blackberries,503620
Invoice includes: Confectionary products,501618
Retail stock: Loquat purees,503847
Restock: Paperboard and packaging papers,141215
Procurement request for Fermented soybean products,501720
Procurement request for Frozen broccoli,504420
Ordered Canned or jarred peaches,503653
Invoice includes: Dried figs,503231
Warehouse input: Specialty steel bars,302639
Restock: Chocolate and sugars and sweetening products,501615
Received delivery of Frozen figs,503431
Ordered Specialty insulation,301416
Retail stock: Foil,301020
Procurement request for Frozen cranberries,503427
Received delivery of Dirt and soil,042319
Used in maintenance: Kumquats,503040
Used in maintenance: Canned or jarred cherries,503625
Ordered Gooseberry purees,503836
Retail stock: Metallic fibers and filaments,301038
Invoice includes: Canned or jarred lentils,504645
Needed for project: Canned or jarred dragonfruit,503630
Invoice includes: Canned or jarred quinces,503661
Invoice includes: Canned or jarred pomegranates,503659
Needed for project: Dried rutabagas,504257
Needed for project: Frozen tomatoes,504464
Received delivery of Dried bilberries,503221
Needed for project: Frozen lettuces,504446
Used in maintenance: Frozen malanga,504447
Warehouse input: Papayas,503051
Restock: Dried chards,504228
Ordered Magnesium ingots strips billets and coil,302619
Used in construction: Canned or jarred nectarines,503649
Warehouse input: Frozen apricots,503416
Needed for project: Nominant fruit purees,503875
Ordered Nails,311620
Received delivery of Canned or jarred onions,504652
Restock: Non sanitary residential fixtures,301816
Ordered Dried quinces,503261
Received delivery of Tool steel bars,302638
Invoice includes: Kohlrabi,504043
Warehouse input: Frozen sorrels,504460
Received delivery of Specialty steel bars,302639
Ordered Precious metals,043414
Used in maintenance: Braid,301037
Ordered Computer printers,432121
Procurement request for Kiwi fruit,503039
Used in construction: Cherimoyas purees,503828
Received delivery of Raspberry purees,503867
Retail stock: Cucumbers,504034
Procurement request for Frozen cauliflowers,504426
Ordered Dried citrons,503226
Received delivery of Loquats,503043
Used in construction: Canned or jarred lentils,504645
Invoice includes: Canned or jarred rutabagas,504657
Used in construction: Dried bearberries,503219
Needed for project: Canned or jarred corn,504632
Procurement request for Computers,432115
Retail stock: Flour and milled products,502213
Used in maintenance: Pineapple purees,503861
Warehouse input: Huckleberry purees,503842
Needed for project: Canned or jarred kumquats,503640
Procurement request for Lime purees,503846
Restock: Dried carrots,504225
Invoice includes: Canned or jarred table grapes,503634
Needed for project: Glass products,301717
Used in maintenance: Canned or jarred fennels,504637
Needed for project: Gates,301720
Ordered Blackberries,503020
Ordered Canned or jarred artichokes,504615
Invoice includes: Processed meat and poultry products,501120
Needed for project: Mushrooms,504048
Received delivery of Aggregates,301118
Retail stock: Frozen eggplants,504435
Used in maintenance: Dried okras,504251
Used in construction: Dried malanga,504247
Restock: Fresh tropical fruit juice or concentrate,502028
Ordered Canned or jarred corn,504632
Retail stock: Plastic coil and strips,302659
Retail stock: Celery,504027
Retail stock: Papaya purees,503856
Received delivery of Flour and milled products,502213
Invoice includes: Frozen table grapes,503434
Needed for project: Celery,504027
Received delivery of Spinaches,504062
Ordered Dried chards,504228
Received delivery of Dried chokeberries,503271
Used in construction: Dried lettuces,504246
Ordered Bins and baskets,241120
Needed for project: Fennels,504037
Received delivery of Canned or jarred nectarines,503649
Invoice includes: Molded seals,314119
Restock: Farm raised shellfish,501225
Retail stock: Dried wine grapes,503236
Used in construction: Computer displays,432119
Restock: Screws,311615
Procurement request for Dragonfruit,503030
Used in construction: Frozen cucumbers,504434
Needed for project: Canned or jarred cardoons,504624
Warehouse input: Non sanitary residential fixtures,301816
Invoice includes: Beams,301017
Used in construction: Engineered wood products,044147
Invoice includes: Frozen nectarines,503449
Warehouse input: Freight containers,241128
Restock: Shafting,302667
Used in construction: Dried papayas,503251
Received delivery of Apples,503015
Warehouse input: Pomegranate purees,503864
Retail stock: Savory pies and quiches and pasties,501928
Used in maintenance: Plate,301022
Needed for project: Corrugated and other supplies for distribution,241125
Restock: Canned or jarred chives,504631
Invoice includes: Minimally processed meat and poultry products,501115
Restock: Wild caught shellfish,501224
Warehouse input: Fennels,504037
Needed for project: Nuts and seeds,501017
Invoice includes: Frozen nominant fruits,503470
Restock: Asparagus,504016
Received delivery of Lettuces,504046
Needed for project: Canned or jarred bearberries,503619
Restock: Cabinetry,301618
Used in construction: Frozen avocados,504417
Restock: Winter squashes and winter pumpkins,504067
Warehouse input: Frozen pineapples,503456
Restock: Canned or jarred nectarines,503649
Retail stock: Dried papayas,503251
Procurement request for Specialty material bars and sheets,302664
Needed for project: Raisin grape purees,503840
Needed for project: Frozen avocados,504417
Procurement request for Specialty steel sheets,302642
Restock: Persimmons,503055
Retail stock: Resins,131110
Restock: Bottles or vials,241220
Ordered Loquats,503043
Retail stock: Dates,503029
Used in construction: Stainless steel sheets,302646
Used in construction: Frozen chokeberries,503471
Received delivery of Media storage device accessories,432019
Used in maintenance: Pineapples,503056
Received delivery of Aluminum coil,302651
Restock: Aluminum sheets,302650
Invoice includes: Bronze bars,302625
Procurement request for Frozen okras,504451
Restock: Dried blackberries,503220
Restock: Shafting,302667
Ordered Frozen potatoes,504456
Warehouse input: Pears,503054
Warehouse input: Molded seals,314119
Received delivery of Specialty steel bars,302639
Warehouse input: Sugar products,501619
Warehouse input: Springs,311619
Warehouse input: Frozen chards,504428
Invoice includes: Canned or jarred figs,503631
Warehouse input: Canned or jarred chives,504631
Invoice includes: Frozen chards,504428
Invoice includes: Frozen lemons,503441
Ordered Nuts excluding wild edible nuts and groundnuts,501025
Retail stock: Canned or jarred endives,504636
Procurement request for Peppers,504056
Used in maintenance: Dried grapefruit,503233
Restock: Sand,043050
Needed for project: Frozen raspberries,503462
Warehouse input: Bearberries,503019
Used in maintenance: Frozen sapotes,503465
Retail stock: Specialty material coil strips billets and ingots,302665
Restock: Frozen oranges,503450
Used in construction: Olives,503072
Used in maintenance: Dried avocados,504217
Used in maintenance: Melons,503046
Restock: Canned or jarred kale,504642
Restock: Magnesium bars and sheets,302618
Invoice includes: Frozen blackberries,503420
Invoice includes: Guava purees,503841
Ordered Frozen lemons,503441
Used in construction: Specialty steel coils,302643
Ordered Dried endives,504236
Received delivery of Dried tamarillo,503269
Used in construction: Farm raised shellfish,501225
Invoice includes: Raw milk products,502032
Invoice includes: Canned or jarred yams,504667
Invoice includes: Elastomers,131017
Procurement request for Frozen raisin grapes,503435
Restock: Nectarine purees,503854
Used in maintenance: Barberries,503018
Warehouse input: Pear purees,503859
Used in maintenance: Beams,301017
Retail stock: Dried passion fruit,503252
Used in maintenance: Resins,131110
Invoice includes: Tamarillo,503069
Used in construction: Dried broccoli,504220
Used in construction: Canned or jarred currants,503628
Ordered Sweet potatoes,504064
Warehouse input: Garlics,504038
Used in construction: Salt preserved seafoods,501219
Retail stock: Frozen kale,504442
Used in construction: Dried sweet potatoes,504263
Warehouse input: Frozen shallots,504459
Warehouse input: Dried endives,504236
Warehouse input: Frozen beans,504418
Needed for project: Canned or jarred artichokes,504615
Needed for project: Eggplants,504035
Ordered Frozen citrons,503426
Needed for project: Frozen avocados,504417
Procurement request for Nuts and seeds,501017
Used in maintenance: Canned or jarred malanga,504647
Used in maintenance: Frozen cherries,503425
Ordered Aquatic plants,501218
Invoice includes: Canned or jarred persimmons,503655
Needed for project: Tin ingots strip and coil,302632
Needed for project: Raw milk products,502032
Used in construction: Rose hip purees,503869
Ordered Gooseberry purees,503836
Needed for project: Canned or jarred bilberries,503621
Used in construction: Limes,503042
"Needed for project: Faucet and shower heads, jets and parts and accessories",301818
Ordered Canned or jarred cardoons,504624
Invoice includes: Frozen raisin grapes,503435
Received delivery of Nominant fruits,503070
Used in maintenance: Fennels,504037
Used in construction: Canned or jarred oranges,503650
Received delivery of Canned or jarred lettuces,504646
Received delivery of Frozen table grapes,503434
Used in maintenance: Frozen carrots,504425
Restock: Lettuces,504046
Used in construction: Frozen peaches,503453
Received delivery of Chocolate and sugars and sweetening products,501615
Warehouse input: Garlics,504038
Ordered Cranberries,503027
Needed for project: Dried kohlrabi,504243
Restock: Cherimoyas,503024
Used in maintenance: Dragonfruit,503030
Used in maintenance: Aluminum strips and ingots,302652
Procurement request for Dried okras,504251
Needed for project: Grass and forage seeds and seedlings,043023
Procurement request for Fresh pome fruit juice or concentrate,502026
Restock: Dried gourds,504239
Warehouse input: Dried chives,504231
Needed for project: Canned or jarred shallots,504659
Restock: Raw milk products,502032
Used in construction: Bronze ingots strips billets and coil,302627
Used in construction: Canned or jarred passion fruit,503652
Retail stock: Windows,301716
Used in maintenance: Sugar products,501619
Ordered Dried cauliflowers,504226
Restock: Bayberry and myrtle purees,503853
Used in maintenance: Blackberries,503020
Warehouse input: Dried breadfruit,503223
Invoice includes: Strawberry purees,503872
Used in maintenance: Copper ingots strip billets and coil,302624
Procurement request for Dried chards,504228
Received delivery of Dried sapotes,503265
Retail stock: System Cards,432014
Restock: Leeks,504044
Procurement request for Frozen sapotes,503465
Procurement request for Nectarine purees,503854
Procurement request for Flooring,301617
Used in maintenance: Pineapple purees,503861
Retail stock: Dried breadfruit,503223
Procurement request for Edible vegetable and plant oils and fats,501515
Needed for project: Dried sugar peas,504269
Used in construction: Wild caught shellfish,501224
Needed for project: Canned or jarred corn,504632
Warehouse input: Edible animal oils and fats,501516
Restock: Frozen cresses,504433
Used in construction: Spinaches,504062
Needed for project: Canned or jarred lettuces,504646
Used in construction: Canned or jarred garlics,504638
Ordered Processed and synthetic rubber,131016
Restock: Magnesium bars and sheets,302618
Retail stock: Frozen cucumbers,504434
Warehouse input: Table grape purees,503838
Restock: Farm raised shellfish,501225
Restock: Canned or jarred leeks,504644
Restock: Liquid containers,241126
Restock: Frozen lettuces,504446
Ordered Cheese,501318
Used in construction: Frozen cherimoyas,503424
Received delivery of Canned or jarred figs,503631
Received delivery of Dried bananas,503217
Used in maintenance: Plastic bars and sheets,302658
Received delivery of Turnip greens,504066
Restock: Base Metals,043049
Procurement request for Dried melons,503246
Restock: Surface,301521
Invoice includes: Canned or jarred nominant vegetables,504668
Ordered Stainless steel bars,302645
Warehouse input: Dried loquats,503243
Received delivery of Wall finishing materials,301615
Ordered Frozen leeks,504444
Used in maintenance: Frozen wine grapes,503436
Used in maintenance: Fresh berry juice or concentrate,502025
Used in maintenance: Dried persimmons,503255
Needed for project: Canned or jarred sweet potatoes,504663
Ordered Mango purees,503850
Warehouse input: Countertops,301622
Used in maintenance: Specialized external flooring and paving materials,301220
Invoice includes: Canned or jarred olives,503672
Invoice includes: Frozen turnip greens,504465
Warehouse input: Dried chicories,504229
Used in maintenance: Frozen grapefruit,503433
Used in maintenance: Frozen green peas,504440
Used in construction: Window frames,301719
Used in maintenance: Canned or jarred loquats,503643
Procurement request for Raspberry purees,503867
Warehouse input: Wild caught shellfish,501224
Warehouse input: Pomelos,503060
Ordered Glass products,301717
Invoice includes: Dried nightshades,504250
Needed for project: Blocks,301315
Received delivery of Rose hip purees,503869
Warehouse input: Frozen broccoli,504420
Needed for project: Mandarin oranges or tangerines,503044
Invoice includes: Broccoli,504020
Ordered Frozen sorrels,504460
Restock: Breadfruit,503023
Restock: Frozen potatoes,504456
Ordered Copper ingots strip billets and coil,302624
Retail stock: Perfumery products,043781
Ordered Non sanitary residential fixtures,301816
Restock: Frozen fennels,504437
Ordered Engineered wood products,044147
Warehouse input: Frozen sugar apple,503468
Warehouse input: Dried pears,503254
Received delivery of Frozen table grapes,503434
Retail stock: Spinaches,504062
Procurement request for Rod,301024
Ordered Apple purees,503819
Procurement request for Chicories,504029
Used in construction: Kale,504042
Restock: Countertops,301622
Restock: Fibrous crop seeds and seedlings,044849
Received delivery of Dried pineapples,503256
Warehouse input: Gooseberries,503032
Warehouse input: Dried brussel sprouts,504221
Warehouse input: Dried okras,504251
Needed for project: Breadfruit,503023
Restock: Sugar apple purees,503873
Used in maintenance: Pineapples,503056
Warehouse input: Canned or jarred oranges,503650
Retail stock: Frozen melons,503446
Ordered Canned or jarred peaches,503653
Procurement request for Legume seeds and seedlings,045214
Received delivery of Cranberry purees,503831
Retail stock: Dried pomegranates,503259
Retail stock: Dried nominant fruits,503270
Used in construction: Turnip greens,504066
Procurement request for Profiles,301023
Used in construction: Dried fennels,504237
Needed for project: Guavas,503037
Procurement request for Bricks,301316
Received delivery of Glass products,301717
Used in maintenance: Canned or jarred strawberries,503667
Restock: Frozen bayberries or myrtle,503448
Procurement request for Dried cauliflowers,504226
Received delivery of Pomegranate purees,503864
Retail stock: Wall finishing materials,301615
Needed for project: Dried kumquats,503240
Used in construction: Surface,301521
Needed for project: Bayberries or myrtles,503048
Invoice includes: Mandarin oranges or tangerines,503044
Invoice includes: Turnip greens,504066
Warehouse input: Siding and exterior wall materials,301518
Ordered Canned or jarred brussel sprouts,504621
Procurement request for Tomatoes,504065
Warehouse input: Coffee and tea,502017
Needed for project: Dried spinaches,504261
Procurement request for Paperboard and packaging papers,141215
Used in maintenance: Blackberry purees,503824
Warehouse input: Dragonfruit,503030
Received delivery of Stainless steel coil,302647
Used in construction: System boards processors interfaces or modules,432015
Warehouse input: Concrete reinforcement hardware,301119
Retail stock: Alcoholic beverages,502022
Received delivery of Canned or jarred apples,503615
Needed for project: Canned or jarred potatoes,504656
Warehouse input: Tamarillo,503069
Warehouse input: Cherimoyas purees,503828
Retail stock: Dried nominant vegetables,504268
Restock: Barberry purees,503822
Warehouse input: Nominant vegetables,504070
Warehouse input: Personal communication devices,431915
Used in maintenance: Frozen apples,503415
Needed for project: Coffee and tea,502017
Used in maintenance: Canned or jarred brussel sprouts,504621
Used in maintenance: Foil,301020
Restock: Gates,301720
Warehouse input: Edible vegetable and plant oils and fats,501515
Invoice includes: Cherimoyas purees,503828
Received delivery of Passion fruit purees,503857
Invoice includes: Cabbages,504023
Ordered Cereal seeds,042658
Procurement request for Chinese cabbages,504030
Ordered Metallic fibers and filaments,301038
Used in maintenance: Shellfish,501216
Procurement request for Forestry byproducts,043051
Invoice includes: Dried papayas,503251
Warehouse input: Honeycomb core,301035
Used in construction: Dried cherimoyas,503224
Used in construction: Computer printers,432121
Ordered Frozen sugar apple,503468
Retail stock: Dried huckleberries,503238
Retail stock: Chicories,504029
Needed for project: Wine grape purees,503839
Invoice includes: Canned or jarred breadfruit,503623
Ordered Cranberry purees,503831
Invoice includes: Frozen nominant vegetables,504468
Received delivery of Wild caught shellfish,501224
Received delivery of Apples,503015
Procurement request for Engineered wood products,044147
Received delivery of Dried lentils,504245
Received delivery of Precious metal and specialty metal bars,302660
Needed for project: Lead ingots strips billets and coil,302635
Needed for project: Dried apricots,503216
Retail stock: Specialized external flooring and paving materials,301220
Ordered Canned or jarred tamarillo,503669
Procurement request for Dried carrots,504225
Retail stock: Canned or jarred dragonfruit,503630
Retail stock: Edible vegetable and plant oils and fats,501515
Used in construction: Frozen sapotes,503465
Warehouse input: Structural products,301036
Warehouse input: Dried limes,503242
Ordered Frozen peas,504454
Restock: Siding and exterior wall materials,301518
Invoice includes: Dried loquats,503243
Retail stock: Tiles and flagstones,301317
Retail stock: Frozen citrons,503426
Used in maintenance: Frozen peppers,504455
Used in maintenance: Dried citrons,503226
Ordered Frozen carrots,504425
Restock: Canned or jarred sapotes,503665
Used in maintenance: Frozen table grapes,503434
Restock: Dried yams,504267
Used in maintenance: Canned or jarred sapotes,503665
Needed for project: Canned or jarred peppers,504655
Retail stock: Computer printers,432121
Used in maintenance: Canned or jarred cranberries,503627
Used in construction: Frozen cranberries,503427
Ordered Bags,241115
Needed for project: Dried eggplants,504235
Received delivery of Garage doors and operators,301721
Warehouse input: Green peas,504040
Retail stock: Stone,042685
Needed for project: Frozen artichokes,504415
Needed for project: Canned or jarred turnip greens,504665
Ordered Lead bars,302633
Invoice includes: Frozen bilberries,503421
Warehouse input: Garage doors and operators,301721
Retail stock: Cabbages,504023
Retail stock: Frozen sugar apple,503468
Procurement request for Huckleberry purees,503842
Restock: Melons,503046
Received delivery of Dried myrtle,503248
Ordered Dried peaches,503253
Retail stock: Frozen lettuces,504446
Used in construction: Bottles or vials,241220
Needed for project: Canned or jarred peanuts,504653
Restock: Dried limes,503242
Warehouse input: Plant fibers,043416
Warehouse input: Currant purees,503832
Used in construction: Quinces,503061
Restock: Confectionary products,501618
Warehouse input: Canned or jarred mangoes,503645
Procurement request for Plastic coil and strips,302659
Received delivery of Bayberry and myrtle purees,503853
Retail stock: Dried pomelos,503260
Ordered Road and railroad construction materials,301217
Received delivery of Herbs and spices and extracts,501715
Used in construction: Frozen avocados,504417
Procurement request for Canned or jarred mandarin oranges or tangerines,503644
Used in maintenance: Tangelo purees,503849
Invoice includes: Intermediate processed and refined ore products,043779
Retail stock: Fresh fruit byproducts,503075
Used in maintenance: Orange purees,503855
Received delivery of Dried onions,504252
Invoice includes: Pickles and relish and olives,501719
Needed for project: Sand,043050
Received delivery of Natural rubber,131015
Restock: Frozen cardoons,504424
Procurement request for Canned or jarred avocados,504617
"Retail stock: Faucet and shower heads, jets and parts and accessories",301818
Ordered Canned or jarred sea vegetables,504658
Invoice includes: Dried cauliflowers,504226
Procurement request for Beans,504018
Used in maintenance: Engineered wood products,044147
Needed for project: Plate,301022
Ordered Gooseberry purees,503836
Used in maintenance: Saskatoon berries,503066
Needed for project: Media storage devices,432018
Restock: Stainless steel coil,302647
Invoice includes: Leeks,504044
Retail stock: Frozen peaches,503453
Used in maintenance: Canned or jarred kohlrabi,504643
Needed for project: Flour tortillas,501933
Received delivery of Table grapes,503034
Retail stock: Tangelo purees,503849
Restock: Frozen blackberries,503420
Procurement request for Soil stabilizers and reinforcing materials,301219
Needed for project: Frozen huckleberries,503438
Restock: Peach purees,503858
Invoice includes: Canned or jarred rutabagas,504657
Ordered Canned or jarred corn,504632
Used in maintenance: Canned or jarred brussel sprouts,504621
Used in construction: Canned or jarred cranberries,503627
Needed for project: Frozen yams,504467
Procurement request for Garlics,504038
Ordered Dried eggplants,504235
Received delivery of Precious metals,043414
Ordered Huckleberries,503038
Warehouse input: Snack foods,501921
Procurement request for Bronze sheets,302626
Retail stock: Canned or jarred nectarines,503649
Used in maintenance: Canned or jarred kale,504642
Ordered Canned or jarred mangoes,503645
Procurement request for Olives,503072
Needed for project: Wild caught fish,501220
Received delivery of Olive purees,503877
Ordered Dried persimmons,503255
Warehouse input: Asparagus,504016
Received delivery of Grapefruit purees,503837
Invoice includes: Canned or jarred kumquats,503640
Retail stock: Insulation sealing layers,301417
Invoice includes: Flooring,301617
Invoice includes: Dried bearberries,503219
Received delivery of Corrugated and other supplies for distribution,241125
Received delivery of Frozen pomelos,503460
Needed for project: Canned or jarred rhubarb,503663
Retail stock: Frozen cranberries,503427
Used in maintenance: Brussel sprouts,504021
Procurement request for Dried currants,503228
Received delivery of Frozen leeks,504444
Restock: Landscape architecture materials,301218
Restock: Cement and lime,301116
Received delivery of Chives,504031
Procurement request for Tiles and flagstones,301317
Ordered Surface,301521
Warehouse input: Magnesium bars and sheets,302618
Needed for project: Lemon purees,503845
Needed for project: Table grapes,503034
Procurement request for Frozen kohlrabi,504443
Invoice includes: Tobacco and substitutes,502115
Needed for project: Aggregates,301118
Retail stock: Frozen leeks,504444
Needed for project: Angles,301015
Retail stock: Dragonfruit,503030
Received delivery of Magnesium ingots strips billets and coil,302619
Restock: Structural products,301036
Received delivery of Corn,504032
Warehouse input: Fennels,504037
Invoice includes: Canned or jarred spinaches,504661
Restock: Nominant fruit purees,503875
Procurement request for Dried mangoes,503245
Received delivery of Frozen table grapes,503434
Warehouse input: Frozen blueberries,503422
Retail stock: Figs,503031
Needed for project: Passion fruit purees,503857
Used in maintenance: Sub assemblies for electronic devices,432022
Ordered Frozen eggplants,504435
Restock: Dried saskatoon berries,503266
Ordered Frozen cherries,503425
Used in maintenance: Canned or jarred breadfruit,503623
Ordered Canned or jarred cresses,504633
Procurement request for Dried wine grapes,503236
Used in construction: Frozen pomegranates,503459
Ordered Rails,301031
Procurement request for Gooseberries,503032
Used in construction: Fencing,301520
Used in construction: Banana purees,503821
Restock: Vinegars and cooking wines,501717
Warehouse input: Canned or jarred olives,503672
Warehouse input: Dried sugar peas,504269
Used in maintenance: Grating,301032
Warehouse input: Frozen sugar apple,503468
Retail stock: Tiles and flagstones,301317
Received delivery of Canned or jarred mangoes,503645
Retail stock: Washers,311618
Invoice includes: Frozen corn,504432
Needed for project: Dried barberries,503218
Procurement request for Braid,301037
Used in maintenance: Canned or jarred potatoes,504656
Warehouse input: Dried wine grapes,503236
Restock: Farm raised fish,501221
Procurement request for Dried sweet potatoes,504263
Used in maintenance: Canned or jarred loquats,503643
Procurement request for Carbon steel sheets,302640
Used in maintenance: Winter squashes and winter pumpkins,504067
Received delivery of Cabinet accessories,301623
Used in maintenance: Frozen bunching onions,504422
Used in maintenance: Lead ingots strips billets and coil,302635
Invoice includes: Gooseberry purees,503836
Invoice includes: Banana purees,503821
Restock: Dried nominant fruits,503270
Warehouse input: Brussel sprouts,504021
Received delivery of Sugar apple,503068
Retail stock: Canned or jarred malanga,504647
Used in construction: Canned or jarred wine grapes,503636
Restock: Canned or jarred avocados,504617
Retail stock: Frozen papayas,503451
Retail stock: Frozen eggplants,504435
Used in maintenance: Garlics,504038
Used in maintenance: Dried pineapples,503256
Ordered Leeks,504044
Procurement request for Nominant vegetables,504070
Used in maintenance: Dried mangoes,503245
Procurement request for Frozen kohlrabi,504443
Retail stock: Rhubarb,503063
Used in maintenance: Rosins,131111
Used in maintenance: Rosins,131111
Restock: Dried lemons,503241
Received delivery of Stainless steel strips,302648
Retail stock: Personal communication devices,431915
Warehouse input: Frozen bilberries,503421
Warehouse input: Dried gooseberries,503232
Restock: Potatoes,504057
Needed for project: Bricks,301316
Procurement request for Frozen oranges,503450
Used in construction: Nuts excluding wild edible nuts and groundnuts,501025
Procurement request for Breadfruit,503023
Retail stock: Personal communications device accessories or parts,431916
Needed for project: Dried herbs,504241
Procurement request for Canned or jarred chards,504628
Received delivery of Dried figs,503231
Needed for project: Onions,504053
Used in maintenance: Carbon steel ingots strips billets and coil,302644
Used in construction: Cabinetry,301618
Warehouse input: Titanium ingots strips billets and coil,302621
Used in construction: Breadfruit purees,503827
Invoice includes: Dried corn,504232
Warehouse input: Fermented soybean products,501720
Invoice includes: Base Metals,043049
Needed for project: Brass ingots strips billets and coil,302617
Restock: Canned or jarred artichokes,504615
Used in maintenance: Frozen cauliflowers,504426
Used in construction: Canned or jarred lettuces,504646
Procurement request for Anchors,311621
Retail stock: Dried peanuts,504253
Invoice includes: Cabinet accessories,301623
Warehouse input: Cardoons,504024
Used in construction: Limes,503042
Used in construction: Frozen chives,504431
Warehouse input: Frozen eggplants,504435
Retail stock: Strawberry purees,503872
Needed for project: Frozen brussel sprouts,504421
Invoice includes: Frozen spinaches,504461
Restock: Pear purees,503859
Procurement request for Dried kohlrabi,504243
Warehouse input: Rivets,311622
Used in maintenance: Dried apples,503215
Procurement request for Stairs and stairways,301621
Warehouse input: Frozen cauliflowers,504426
"Warehouse input: Faucet and shower heads, jets and parts and accessories",301818
Used in maintenance: Avocados,504017
Retail stock: Pomelo purees,503865
Needed for project: Stairs and stairways,301621
Procurement request for Vegetable seeds and seedlings,042292
Used in maintenance: Apricots,503016
Restock: Dried figs,503231
Received delivery of Dried raspberries,503262
Used in construction: Cereal seeds,042658
Procurement request for Tool steel bars,302638
Warehouse input: Currants,503028
Procurement request for Canned or jarred cresses,504633
Warehouse input: Dried peppers,504255
Used in construction: Dried persimmons,503255
Retail stock: Frozen endives,504436
Used in maintenance: Frozen pineapples,503456
Ordered Frozen peanuts,504453
Procurement request for Prepared side dishes,501926
Invoice includes: Channels,301018
Restock: Dried sea vegetables,504258
Warehouse input: Frozen rose hips,503464
Ordered Frozen endives,504436
Restock: Beets,504019
Restock: Peppers,504056
Used in maintenance: Crates,241129
Needed for project: Chassis components,432016
Received delivery of Dried corn,504232
Used in construction: Guava purees,503841
Warehouse input: Frozen persimmons,503455
Warehouse input: Metallic fibers and filaments,301038
Used in maintenance: Frozen broccoli,504420
Invoice includes: Lettuces,504046
Invoice includes: Canned or jarred nectarines,503649
Retail stock: Mulberries,503047
Received delivery of Plum purees,503863
Warehouse input: Canned or jarred nominant fruits,503670
Received delivery of Limes,503042
Used in construction: Canned or jarred cucumbers,504634
Retail stock: Beams,301017
Procurement request for Computer printers,432121
Warehouse input: Canned or jarred asparagus,504616
Ordered Dried chicories,504229
Warehouse input: Countertops,301622
Needed for project: Frozen broccoli,504420
Used in construction: Frozen passion fruit,503452
Restock: Beets,504019
Received delivery of Dried summer squashes and summer pumpkins,504262
Ordered Molded seals,314119
Retail stock: Wall finishing materials,301615
Needed for project: Frozen plucots,503457
Ordered Kiwi fruit purees,503843
Ordered Kale,504042
Needed for project: Canned or jarred nightshades,504650
Retail stock: Carbon steel ingots strips billets and coil,302644
Procurement request for Pulses,502210
Received delivery of Gooseberries,503032
Ordered Yams,504068
Invoice includes: Post,301029
Used in construction: Corn,504032
Warehouse input: Passion fruit,503052
Used in construction: Canned or jarred dragonfruit,503630
Retail stock: System boards processors interfaces or modules,432015
Used in construction: Dried blackberries,503220
Used in construction: Melons,503046
Used in construction: Canned or jarred cucumbers,504634
Used in construction: Wine grape purees,503839
Needed for project: Banana purees,503821
Invoice includes: Canned or jarred beans,504618
Restock: Wine grape purees,503839
Used in maintenance: Bread and biscuits and cookies,501819
Restock: Base Metals,043049
Invoice includes: Mandarin oranges or tangerines,503044
Needed for project: Wild caught shellfish,501224
Used in construction: Frozen lentils,504445
Retail stock: Canned or jarred grapefruit,503633
Used in construction: Tin bars,302630
Restock: Huckleberry purees,503842
Received delivery of Kumquat purees,503844
Restock: Asparagus,504016
Restock: Plastic coil and strips,302659
Ordered Frozen okras,504451
Procurement request for Canned or jarred sugar apple,503668
Ordered Canned or jarred green peas,504640
Restock: Frozen plums,503458
Used in maintenance: Freight containers,241128
Used in construction: Frozen plums,503458
Restock: Dried shallots,504259
Procurement request for Pallets,241127
Restock: Canned or jarred spinaches,504661
Used in construction: Kumquat purees,503844
Used in maintenance: Canned or jarred chives,504631
Warehouse input: Insulation sealing layers,301417
Used in construction: Grapefruit,503033
Warehouse input: Molded seals,314119
Restock: Rivets,311622
Used in maintenance: Guavas,503037
Needed for project: Mangoes,503045
Used in construction: Dried carrots,504225
Needed for project: Wood,042686
Used in maintenance: Intermediate processed and refined ore products,043779
Used in construction: Dried oranges,503250
Retail stock: Canned or jarred green peas,504640
Invoice includes: Potatoes,504057
Restock: Profiles,301023
Used in construction: Citrons,503026
Warehouse input: Dried tomatoes,504264
Ordered Dried persimmons,503255
Warehouse input: Vegetable seeds and seedlings,042292
Used in maintenance: Canned or jarred turnip greens,504665
Invoice includes: Dried tamarillo,503269
Needed for project: Canned or jarred kiwi fruit,503639
Received delivery of Specialized external flooring and paving materials,301220
Used in construction: Steel alloy bars,302637
Needed for project: Raspberries,503062
Warehouse input: Cherries,503025
Retail stock: Dried brussel sprouts,504221
Ordered Vinegars and cooking wines,501717
Ordered Canned or jarred peas,504654
Warehouse input: Canned or jarred green peas,504640
Used in maintenance: Frozen kale,504442
Retail stock: Canned or jarred cherimoyas,503624
Procurement request for Fast moving consumer goods,502033
Warehouse input: Dried dates,503229
Used in maintenance: Bilberries,503021
Procurement request for Plucot purees,503862
Restock: Non alcoholic beverages,502023
