description,unspsc_code
Requisition for Company-issued laptop,43211503
Procurement of Block of cheddar 1kg,50131708
Order placed for Cheddar wedge 500g,50131708
Delivery note for 10 pcs of Laptop i7 processor,43211503
Invoice: 12 x Precast wall panel,30111504
Order placed for Electric cable 1.5mm,26121524
Requested: Mild steel bars,30102307
Order placed for House wiring cable,26121524
Invoice: 2 x Rice sack 5kg,50201700
Requested: Precast wall panel,30111504
Procurement of Rice sack 5kg,50201700
Shipment includes Mild steel bars,30102307
Shipment includes Gigabit router 5GHz,43222609
Requested: 10mm construction steel,30102307
Order placed for Long grain rice 4kg,50201700
Acquired 5 units of Flexible copper wire,26121524
Bought: 5 Mild steel bars,30102307
Procurement of 90-degree PVC fitting,40142320
Requested: Rice sack 5kg,50201700
Requested: Plumbing pipe elbow,40142320
Shipment includes Matte latex paint,31211504
Bought: 10 Mild steel bars,30102307
Requested: White cheddar slices,50131708
Invoice: 10 x White cheddar slices,50131708
Delivery note for 2 pcs of Laptop with 16GB RAM,43211503
Shipment includes Plastic pipe elbow joint,40142320
Requisition for Mature cheddar block,50131708
Invoice: 1 x Internet router for branch,43222609
Procurement of Single core insulated cable,26121524
Bought: 1 Free-range eggs pack,50131705
Invoice: 25 x Exterior concrete board,30111504
Order placed for 5L matte paint bucket,31211504
Shipment includes Heavy panel for construction,30111504
Requisition for Interior matte emulsion,31211504
Delivery note for 10 pcs of Interior matte emulsion,31211504
Procurement of Mature cheddar block,50131708
Requested: Electric cable 1.5mm,26121524
Procurement of Plastic pipe elbow joint,40142320
Order placed for White paint 10L,31211504
Line item: WiFi 6 router,43222609
Delivery note for 5 pcs of Mild steel bars,30102307
Bought: 25 Farm eggs (large),50131705
Acquired 50 units of Drainage elbow 50mm,40142320
Bought: 25 Farm eggs (large),50131705
Requested: 90-degree PVC fitting,40142320
Acquired 12 units of Wall coating white matte,31211504
Shipment includes Fresh eggs 12-pack,50131705
Shipment includes Heavy panel for construction,30111504
Requested: Laptop i7 processor,43211503
Invoice: 5 x Block of cheddar 1kg,50131708
Procurement of 90-degree PVC fitting,40142320
Acquired 50 units of Steel rods for foundation,30102307
Requisition for Wall slab 2m,30111504
Shipment includes Office WiFi router,43222609
Acquired 12 units of Mature cheddar block,50131708
Delivery note for 50 pcs of Rice sack 5kg,50201700
Order placed for Organic eggs dozen,50131705
Line item: White paint 10L,31211504
Requested: Plastic pipe elbow joint,40142320
Delivery note for 2 pcs of Precast wall panel,30111504
Delivery note for 1 pcs of Basmati rice 5kg,50201700
Bought: 2 Plumbing pipe elbow,40142320
Shipment includes Interior matte emulsion,31211504
Acquired 5 units of 14-inch business laptop,43211503
Line item: White paint 10L,31211504
Line item: Long grain rice 4kg,50201700
Procurement of Laptop with 16GB RAM,43211503
Requisition for Laptop i7 processor,43211503
Invoice: 1 x Office WiFi router,43222609
Requisition for 14-inch business laptop,43211503
Delivery note for 5 pcs of Company-issued laptop,43211503
Acquired 50 units of Sliced cheddar cheese,50131708
Shipment includes Plastic pipe elbow joint,40142320
Delivery note for 50 pcs of Fresh eggs 12-pack,50131705
Order placed for Carton of large eggs,50131705
Procurement of Interior matte emulsion,31211504
Acquired 25 units of Flexible copper wire,26121524
Line item: Sliced cheddar cheese,50131708
Bought: 10 Organic eggs dozen,50131705
Shipment includes Steamed white rice,50201700
Procurement of Wall coating white matte,31211504
Procurement of PVC elbow 2in,40142320
Line item: Office WiFi router,43222609
Acquired 5 units of Laptop with 16GB RAM,43211503
Procurement of Copper wire 100m,26121524
Invoice: 25 x White cheddar slices,50131708
Delivery note for 2 pcs of Block of cheddar 1kg,50131708
Requested: Gigabit router 5GHz,43222609
Bought: 5 Basmati rice 5kg,50201700
Order placed for Matte latex paint,31211504
Requisition for Wall coating white matte,31211504
Invoice: 1 x Laptop i7 processor,43211503
Requested: White paint 10L,31211504
Acquired 25 units of Wall slab 2m,30111504
Shipment includes Cheddar wedge 500g,50131708
Invoice: 12 x Steel rods for foundation,30102307
Acquired 2 units of Organic eggs dozen,50131705
Acquired 50 units of WiFi 6 router,43222609
Invoice: 2 x Interior matte emulsion,31211504
Requested: White cheddar slices,50131708
Requisition for Concrete wall section,30111504
Procurement of Concrete wall section,30111504
Requested: Gigabit router 5GHz,43222609
Invoice: 2 x Office WiFi router,43222609
Order placed for Rice sack 5kg,50201700
Line item: Wireless dual-band router,43222609
Requisition for Laptop with 16GB RAM,43211503
Invoice: 10 x Steel rods for foundation,30102307
Order placed for Exterior concrete board,30111504
Requested: Electric cable 1.5mm,26121524
Procurement of Steel rebars 10mm,30102307
Shipment includes Notebook PC for office,43211503
Requested: WiFi 6 router,43222609
Order placed for Electric cable 1.5mm,26121524
Delivery note for 12 pcs of Farm eggs (large),50131705
Line item: Drainage elbow 50mm,40142320
Delivery note for 2 pcs of Gigabit router 5GHz,43222609
Requested: Sliced cheddar cheese,50131708
Invoice: 25 x Sliced cheddar cheese,50131708
Order placed for Copper wire 100m,26121524
Delivery note for 2 pcs of Wall slab 2m,30111504
Bought: 2 WiFi 6 router,43222609
Acquired 10 units of Sliced cheddar cheese,50131708
Invoice: 50 x 10mm construction steel,30102307
Requested: Wall slab 2m,30111504
Requested: 10mm construction steel,30102307
Order placed for Organic eggs dozen,50131705
Procurement of Company-issued laptop,43211503
Delivery note for 1 pcs of Rice sack 5kg,50201700
Line item: White paint 10L,31211504
Requisition for Office WiFi router,43222609
Acquired 2 units of Company-issued laptop,43211503
Requested: Steel rebars 10mm,30102307
Shipment includes Long grain rice 4kg,50201700
Delivery note for 25 pcs of Steel rods for foundation,30102307
Bought: 50 Long grain rice 4kg,50201700
Shipment includes Fresh eggs 12-pack,50131705
Line item: Internet router for branch,43222609
Delivery note for 12 pcs of Internet router for branch,43222609
Order placed for Notebook PC for office,43211503
Delivery note for 1 pcs of Laptop i7 processor,43211503
Acquired 5 units of Company-issued laptop,43211503
Procurement of Steamed white rice,50201700
Shipment includes Company-issued laptop,43211503
Acquired 10 units of Matte latex paint,31211504
Acquired 50 units of Flexible copper wire,26121524
Line item: Block of cheddar 1kg,50131708
Procurement of Rebar rods for concrete,30102307
Invoice: 25 x White cheddar slices,50131708
Bought: 50 Steel rebars 10mm,30102307
Invoice: 25 x Carton of large eggs,50131705
Delivery note for 1 pcs of Notebook PC for office,43211503
Requested: Matte latex paint,31211504
Shipment includes Thai jasmine rice,50201700
Line item: Single core insulated cable,26121524
Requisition for Steel rods for foundation,30102307
Invoice: 10 x White paint 10L,31211504
Requested: Farm eggs (large),50131705
Invoice: 10 x Concrete wall section,30111504
Line item: Basmati rice 5kg,50201700
Requisition for Heavy panel for construction,30111504
Shipment includes Free-range eggs pack,50131705
Bought: 25 Interior matte emulsion,31211504
Order placed for Plastic pipe elbow joint,40142320
Acquired 5 units of Laptop i7 processor,43211503
Requisition for White paint 10L,31211504
Invoice: 2 x Wall slab 2m,30111504
Procurement of Notebook PC for office,43211503
Order placed for Company-issued laptop,43211503
Line item: Mild steel bars,30102307
Delivery note for 12 pcs of Steamed white rice,50201700
Line item: Fresh eggs 12-pack,50131705
Invoice: 10 x Steel rebars 10mm,30102307
Shipment includes Flexible copper wire,26121524
Shipment includes Plumbing pipe elbow,40142320
Bought: 10 Steamed white rice,50201700
Delivery note for 1 pcs of Exterior concrete board,30111504
Shipment includes Long grain rice 4kg,50201700
Delivery note for 50 pcs of Basmati rice 5kg,50201700
Procurement of Wireless dual-band router,43222609
Acquired 25 units of 5L matte paint bucket,31211504
Requested: Wall coating white matte,31211504
Delivery note for 12 pcs of Exterior concrete board,30111504
Invoice: 10 x Thai jasmine rice,50201700
Order placed for Carton of large eggs,50131705
Invoice: 12 x Wall slab 2m,30111504
Acquired 2 units of Long grain rice 4kg,50201700
Bought: 10 Mild steel bars,30102307
Acquired 5 units of Rebar rods for concrete,30102307
Requisition for Notebook PC for office,43211503
Requested: Farm eggs (large),50131705
Order placed for Plastic pipe elbow joint,40142320
Delivery note for 12 pcs of WiFi 6 router,43222609
Bought: 50 Heavy panel for construction,30111504
Shipment includes WiFi 6 router,43222609
Shipment includes Drainage elbow 50mm,40142320
Delivery note for 50 pcs of 90-degree PVC fitting,40142320
Delivery note for 25 pcs of Plastic pipe elbow joint,40142320
Delivery note for 12 pcs of PVC elbow 2in,40142320
Bought: 12 Laptop i7 processor,43211503
Bought: 2 Concrete wall section,30111504
Bought: 10 90-degree PVC fitting,40142320
Bought: 5 Plastic pipe elbow joint,40142320
Procurement of Steamed white rice,50201700
Invoice: 2 x Electric cable 1.5mm,26121524
Acquired 12 units of Steel rods for foundation,30102307
Bought: 25 Long grain rice 4kg,50201700
Bought: 25 Organic eggs dozen,50131705
Bought: 50 Single core insulated cable,26121524
Requested: PVC elbow 2in,40142320
Bought: 10 Laptop with 16GB RAM,43211503
Invoice: 1 x Block of cheddar 1kg,50131708
Line item: Carton of large eggs,50131705
Acquired 2 units of Plumbing pipe elbow,40142320
Acquired 5 units of Drainage elbow 50mm,40142320
Invoice: 50 x Free-range eggs pack,50131705
Requested: Block of cheddar 1kg,50131708
Delivery note for 12 pcs of Mild steel bars,30102307
Shipment includes Steamed white rice,50201700
Requested: Cheddar wedge 500g,50131708
Invoice: 25 x Steel rebars 10mm,30102307
Invoice: 50 x Wireless dual-band router,43222609
Line item: Notebook PC for office,43211503
Requisition for Steamed white rice,50201700
Requested: Exterior concrete board,30111504
Line item: Wall slab 2m,30111504
Order placed for Flexible copper wire,26121524
Order placed for Concrete wall section,30111504
Delivery note for 2 pcs of WiFi 6 router,43222609
Shipment includes 90-degree PVC fitting,40142320
Order placed for White paint 10L,31211504
Acquired 1 units of Single core insulated cable,26121524
Invoice: 2 x 5L matte paint bucket,31211504
Invoice: 1 x Long grain rice 4kg,50201700
Delivery note for 10 pcs of Interior matte emulsion,31211504
Delivery note for 10 pcs of Plastic pipe elbow joint,40142320
Procurement of White paint 10L,31211504
Bought: 10 Wall coating white matte,31211504
Requisition for Flexible copper wire,26121524
Requisition for Steel rebars 10mm,30102307
Bought: 50 Office WiFi router,43222609
Bought: 1 Drainage elbow 50mm,40142320
Line item: Block of cheddar 1kg,50131708
Line item: PVC elbow 2in,40142320
Delivery note for 2 pcs of White paint 10L,31211504
Invoice: 2 x Wireless dual-band router,43222609
Procurement of House wiring cable,26121524
Bought: 5 Cheddar wedge 500g,50131708
Acquired 2 units of Rice sack 5kg,50201700
Invoice: 2 x Fresh eggs 12-pack,50131705
Requisition for Interior matte emulsion,31211504
Procurement of Concrete wall section,30111504
Acquired 10 units of Rebar rods for concrete,30102307
Requested: Precast wall panel,30111504
Procurement of Rebar rods for concrete,30102307
Shipment includes 5L matte paint bucket,31211504
Order placed for Carton of large eggs,50131705
Acquired 50 units of Rice sack 5kg,50201700
Shipment includes 10mm construction steel,30102307
Bought: 5 Free-range eggs pack,50131705
Procurement of Office WiFi router,43222609
Requested: 90-degree PVC fitting,40142320
Requested: Notebook PC for office,43211503
Delivery note for 50 pcs of Heavy panel for construction,30111504
Requested: Organic eggs dozen,50131705
Invoice: 1 x 5L matte paint bucket,31211504
Delivery note for 10 pcs of Cheddar wedge 500g,50131708
Procurement of Company-issued laptop,43211503
Invoice: 25 x Organic eggs dozen,50131705
Procurement of Mature cheddar block,50131708
Shipment includes 10mm construction steel,30102307
Line item: Plumbing pipe elbow,40142320
Line item: Laptop i7 processor,43211503
Order placed for Drainage elbow 50mm,40142320
Delivery note for 1 pcs of Concrete wall section,30111504
Requisition for Steamed white rice,50201700
Invoice: 50 x Flexible copper wire,26121524
Acquired 12 units of Organic eggs dozen,50131705
Invoice: 5 x Notebook PC for office,43211503
Bought: 50 Precast wall panel,30111504
Shipment includes Gigabit router 5GHz,43222609
Delivery note for 12 pcs of House wiring cable,26121524
Line item: Sliced cheddar cheese,50131708
Bought: 50 Wall coating white matte,31211504
Order placed for Notebook PC for office,43211503
Procurement of Laptop with 16GB RAM,43211503
Requisition for Flexible copper wire,26121524
Requisition for 5L matte paint bucket,31211504
Order placed for Precast wall panel,30111504
Delivery note for 25 pcs of 10mm construction steel,30102307
Bought: 2 Rebar rods for concrete,30102307
Bought: 12 Wireless dual-band router,43222609
Acquired 2 units of Wall slab 2m,30111504
Order placed for Wall slab 2m,30111504
Invoice: 2 x Notebook PC for office,43211503
Delivery note for 2 pcs of Farm eggs (large),50131705
Line item: Matte latex paint,31211504
Acquired 50 units of Block of cheddar 1kg,50131708
Invoice: 1 x Plastic pipe elbow joint,40142320
Shipment includes Long grain rice 4kg,50201700
Bought: 25 Internet router for branch,43222609
Requested: Long grain rice 4kg,50201700
Requested: Steel rods for foundation,30102307
Delivery note for 10 pcs of 90-degree PVC fitting,40142320
Requisition for Mild steel bars,30102307
Requisition for Flexible copper wire,26121524
Procurement of Wall slab 2m,30111504
Invoice: 1 x Carton of large eggs,50131705
Shipment includes WiFi 6 router,43222609
Order placed for House wiring cable,26121524
Line item: Office WiFi router,43222609
Invoice: 10 x Plumbing pipe elbow,40142320
Invoice: 12 x Long grain rice 4kg,50201700
Requested: Gigabit router 5GHz,43222609
Line item: White cheddar slices,50131708
Invoice: 5 x Office WiFi router,43222609
Procurement of Concrete wall section,30111504
Acquired 12 units of Laptop i7 processor,43211503
Bought: 2 Notebook PC for office,43211503
Bought: 25 Mild steel bars,30102307
Bought: 5 Sliced cheddar cheese,50131708
Acquired 50 units of Laptop with 16GB RAM,43211503
Procurement of Long grain rice 4kg,50201700
Acquired 50 units of Wall slab 2m,30111504
Requested: Exterior concrete board,30111504
Invoice: 25 x Wall coating white matte,31211504
Bought: 25 Long grain rice 4kg,50201700
Procurement of Plastic pipe elbow joint,40142320
Acquired 25 units of Basmati rice 5kg,50201700
Requisition for Plumbing pipe elbow,40142320
Order placed for House wiring cable,26121524
Requested: White paint 10L,31211504
Procurement of Copper wire 100m,26121524
Requested: Heavy panel for construction,30111504
Order placed for Block of cheddar 1kg,50131708
Invoice: 50 x Block of cheddar 1kg,50131708
Delivery note for 12 pcs of 14-inch business laptop,43211503
Requisition for 14-inch business laptop,43211503
Shipment includes Thai jasmine rice,50201700
Delivery note for 1 pcs of Farm eggs (large),50131705
Order placed for Company-issued laptop,43211503
Requisition for Internet router for branch,43222609
Delivery note for 5 pcs of 10mm construction steel,30102307
Procurement of Block of cheddar 1kg,50131708
Bought: 12 Long grain rice 4kg,50201700
Requisition for Farm eggs (large),50131705
Requisition for 5L matte paint bucket,31211504
Delivery note for 50 pcs of Rice sack 5kg,50201700
Order placed for Steamed white rice,50201700
Requested: Long grain rice 4kg,50201700
Bought: 2 Block of cheddar 1kg,50131708
Invoice: 1 x Long grain rice 4kg,50201700
Procurement of Interior matte emulsion,31211504
Delivery note for 2 pcs of Laptop with 16GB RAM,43211503
Requisition for Wall slab 2m,30111504
Line item: 14-inch business laptop,43211503
Order placed for Precast wall panel,30111504
Invoice: 50 x Exterior concrete board,30111504
Bought: 12 Thai jasmine rice,50201700
Bought: 25 Wall slab 2m,30111504
Invoice: 12 x Copper wire 100m,26121524
Requisition for White paint 10L,31211504
Shipment includes Rebar rods for concrete,30102307
Invoice: 25 x Basmati rice 5kg,50201700
Procurement of Steel rebars 10mm,30102307
Requisition for Interior matte emulsion,31211504
Shipment includes Matte latex paint,31211504
Acquired 25 units of Laptop with 16GB RAM,43211503
Invoice: 5 x Mild steel bars,30102307
Requested: Matte latex paint,31211504
Requisition for Mild steel bars,30102307
Bought: 2 White cheddar slices,50131708
Procurement of Heavy panel for construction,30111504
Requisition for Farm eggs (large),50131705
Line item: Long grain rice 4kg,50201700
Requested: Long grain rice 4kg,50201700
Requisition for Electric cable 1.5mm,26121524
Requested: Long grain rice 4kg,50201700
Order placed for Farm eggs (large),50131705
Requisition for Wireless dual-band router,43222609
Shipment includes Long grain rice 4kg,50201700
Shipment includes Notebook PC for office,43211503
Procurement of PVC elbow 2in,40142320
Requisition for Interior matte emulsion,31211504
Requested: Sliced cheddar cheese,50131708
Order placed for Concrete wall section,30111504
Requested: Single core insulated cable,26121524
Bought: 25 White cheddar slices,50131708
Line item: Company-issued laptop,43211503
Line item: 10mm construction steel,30102307
Procurement of Basmati rice 5kg,50201700
Invoice: 1 x WiFi 6 router,43222609
Order placed for Single core insulated cable,26121524
Order placed for Plastic pipe elbow joint,40142320
Bought: 10 White cheddar slices,50131708
Line item: Basmati rice 5kg,50201700
Bought: 10 14-inch business laptop,43211503
Requested: Heavy panel for construction,30111504
Line item: 90-degree PVC fitting,40142320
Shipment includes Rebar rods for concrete,30102307
Requisition for Gigabit router 5GHz,43222609
Acquired 12 units of Cheddar wedge 500g,50131708
Acquired 10 units of Notebook PC for office,43211503
Bought: 12 5L matte paint bucket,31211504
Invoice: 5 x Heavy panel for construction,30111504
Bought: 5 Office WiFi router,43222609
Line item: Basmati rice 5kg,50201700
Bought: 50 Plastic pipe elbow joint,40142320
Line item: Precast wall panel,30111504
Bought: 10 Organic eggs dozen,50131705
Delivery note for 1 pcs of Thai jasmine rice,50201700
Bought: 10 Free-range eggs pack,50131705
Requisition for Carton of large eggs,50131705
Line item: Single core insulated cable,26121524
Requisition for Fresh eggs 12-pack,50131705
Delivery note for 10 pcs of Heavy panel for construction,30111504
Requisition for PVC elbow 2in,40142320
Delivery note for 1 pcs of Heavy panel for construction,30111504
Requested: Rice sack 5kg,50201700
Acquired 2 units of Free-range eggs pack,50131705
Requisition for Thai jasmine rice,50201700
Shipment includes Copper wire 100m,26121524
Procurement of Heavy panel for construction,30111504
Procurement of 90-degree PVC fitting,40142320
Requisition for Concrete wall section,30111504
Acquired 2 units of Basmati rice 5kg,50201700
Invoice: 10 x Laptop with 16GB RAM,43211503
Procurement of White cheddar slices,50131708
Requisition for Steamed white rice,50201700
Requisition for Steel rebars 10mm,30102307
Delivery note for 5 pcs of Plumbing pipe elbow,40142320
Requested: Copper wire 100m,26121524
Bought: 12 Single core insulated cable,26121524
Acquired 10 units of White paint 10L,31211504
Requisition for Plumbing pipe elbow,40142320
Line item: Heavy panel for construction,30111504
Acquired 10 units of Company-issued laptop,43211503
Invoice: 10 x White paint 10L,31211504
Procurement of Wireless dual-band router,43222609
Acquired 25 units of White paint 10L,31211504
Order placed for Rice sack 5kg,50201700
Requested: Wall slab 2m,30111504
Delivery note for 1 pcs of Gigabit router 5GHz,43222609
Bought: 2 House wiring cable,26121524
Delivery note for 10 pcs of Free-range eggs pack,50131705
Procurement of Free-range eggs pack,50131705
Order placed for Carton of large eggs,50131705
Shipment includes Organic eggs dozen,50131705
Order placed for Steel rebars 10mm,30102307
Acquired 25 units of Wall coating white matte,31211504
Requested: Laptop with 16GB RAM,43211503
Delivery note for 2 pcs of 90-degree PVC fitting,40142320
Procurement of Heavy panel for construction,30111504
Acquired 10 units of Fresh eggs 12-pack,50131705
Acquired 2 units of Flexible copper wire,26121524
Shipment includes PVC elbow 2in,40142320
Acquired 5 units of Block of cheddar 1kg,50131708
Shipment includes Heavy panel for construction,30111504
Acquired 10 units of Organic eggs dozen,50131705
Invoice: 1 x Sliced cheddar cheese,50131708
Acquired 2 units of Precast wall panel,30111504
Line item: 5L matte paint bucket,31211504
Line item: Mild steel bars,30102307
Delivery note for 12 pcs of Farm eggs (large),50131705
Acquired 12 units of 90-degree PVC fitting,40142320
Shipment includes Matte latex paint,31211504
Requested: Block of cheddar 1kg,50131708
Procurement of 5L matte paint bucket,31211504
Delivery note for 5 pcs of Notebook PC for office,43211503
Order placed for Office WiFi router,43222609
Procurement of Precast wall panel,30111504
Invoice: 25 x Wall coating white matte,31211504
Order placed for Block of cheddar 1kg,50131708
Invoice: 25 x Organic eggs dozen,50131705
Invoice: 10 x Farm eggs (large),50131705
Requisition for Plumbing pipe elbow,40142320
Acquired 12 units of Matte latex paint,31211504
Requisition for Internet router for branch,43222609
Bought: 25 Sliced cheddar cheese,50131708
Acquired 2 units of Plastic pipe elbow joint,40142320
Shipment includes Wireless dual-band router,43222609
Line item: House wiring cable,26121524
Line item: Precast wall panel,30111504
Procurement of Mild steel bars,30102307
Delivery note for 12 pcs of Mild steel bars,30102307
Line item: 14-inch business laptop,43211503
Line item: 90-degree PVC fitting,40142320
Acquired 50 units of Office WiFi router,43222609
Line item: Mature cheddar block,50131708
Order placed for House wiring cable,26121524
Acquired 12 units of Carton of large eggs,50131705
Line item: Plumbing pipe elbow,40142320
Bought: 2 90-degree PVC fitting,40142320
Requested: Mild steel bars,30102307
Procurement of Single core insulated cable,26121524
Requisition for White paint 10L,31211504
Order placed for Basmati rice 5kg,50201700
Requisition for Interior matte emulsion,31211504
Procurement of White cheddar slices,50131708
Requisition for Free-range eggs pack,50131705
Acquired 50 units of Copper wire 100m,26121524
Requisition for White cheddar slices,50131708
Delivery note for 50 pcs of White paint 10L,31211504
Invoice: 5 x Flexible copper wire,26121524
Invoice: 1 x 14-inch business laptop,43211503
Shipment includes Fresh eggs 12-pack,50131705
Requested: 5L matte paint bucket,31211504
Order placed for Copper wire 100m,26121524
Acquired 10 units of Precast wall panel,30111504
Delivery note for 5 pcs of Organic eggs dozen,50131705
Order placed for Rice sack 5kg,50201700
Shipment includes Farm eggs (large),50131705
Bought: 1 Exterior concrete board,30111504
Requested: Plastic pipe elbow joint,40142320
Bought: 12 Long grain rice 4kg,50201700
Shipment includes Wall slab 2m,30111504
Acquired 1 units of Steamed white rice,50201700
Bought: 12 Heavy panel for construction,30111504
Order placed for Steel rebars 10mm,30102307
Requisition for Single core insulated cable,26121524
Bought: 1 Organic eggs dozen,50131705
Acquired 2 units of Electric cable 1.5mm,26121524
Requisition for Laptop with 16GB RAM,43211503
Delivery note for 5 pcs of Thai jasmine rice,50201700
Shipment includes Mature cheddar block,50131708
Delivery note for 12 pcs of Single core insulated cable,26121524
Bought: 5 Exterior concrete board,30111504
Requisition for Organic eggs dozen,50131705
Bought: 5 Fresh eggs 12-pack,50131705
Requisition for Electric cable 1.5mm,26121524
Procurement of Company-issued laptop,43211503
Line item: Block of cheddar 1kg,50131708
Requisition for Exterior concrete board,30111504
Delivery note for 12 pcs of Notebook PC for office,43211503
Bought: 50 Electric cable 1.5mm,26121524
Line item: Carton of large eggs,50131705
Requisition for WiFi 6 router,43222609
Order placed for 90-degree PVC fitting,40142320
Shipment includes Plastic pipe elbow joint,40142320
Shipment includes Cheddar wedge 500g,50131708
Invoice: 25 x Laptop with 16GB RAM,43211503
Requested: White paint 10L,31211504
Shipment includes House wiring cable,26121524
Order placed for Copper wire 100m,26121524
Line item: Matte latex paint,31211504
Delivery note for 5 pcs of Copper wire 100m,26121524
Procurement of Precast wall panel,30111504
Invoice: 50 x Heavy panel for construction,30111504
Line item: Laptop i7 processor,43211503
Acquired 2 units of Mild steel bars,30102307
Shipment includes Flexible copper wire,26121524
Acquired 1 units of Interior matte emulsion,31211504
Requisition for WiFi 6 router,43222609
Procurement of 10mm construction steel,30102307
Invoice: 25 x Office WiFi router,43222609
Order placed for Basmati rice 5kg,50201700
Bought: 1 Concrete wall section,30111504
Requisition for Rebar rods for concrete,30102307
Delivery note for 2 pcs of Exterior concrete board,30111504
Order placed for Internet router for branch,43222609
Bought: 1 Basmati rice 5kg,50201700
Requisition for House wiring cable,26121524
Order placed for Company-issued laptop,43211503
Procurement of 90-degree PVC fitting,40142320
Line item: Plastic pipe elbow joint,40142320
Acquired 25 units of Basmati rice 5kg,50201700
Requested: Flexible copper wire,26121524
Line item: Long grain rice 4kg,50201700
Requisition for 5L matte paint bucket,31211504
Bought: 2 Exterior concrete board,30111504
Requested: 5L matte paint bucket,31211504
Procurement of Precast wall panel,30111504
Acquired 50 units of WiFi 6 router,43222609
Acquired 25 units of Basmati rice 5kg,50201700
Requested: Drainage elbow 50mm,40142320
Shipment includes Gigabit router 5GHz,43222609
Bought: 2 Exterior concrete board,30111504
Order placed for Internet router for branch,43222609
Requested: Steamed white rice,50201700
Invoice: 50 x Precast wall panel,30111504
Line item: Electric cable 1.5mm,26121524
Procurement of White cheddar slices,50131708
Bought: 10 Cheddar wedge 500g,50131708
Procurement of Rice sack 5kg,50201700
Invoice: 12 x 5L matte paint bucket,31211504
Delivery note for 5 pcs of Laptop i7 processor,43211503
Order placed for Laptop i7 processor,43211503
Line item: Company-issued laptop,43211503
Requisition for 5L matte paint bucket,31211504
Delivery note for 1 pcs of Drainage elbow 50mm,40142320
Procurement of Wireless dual-band router,43222609
Procurement of Single core insulated cable,26121524
Procurement of Organic eggs dozen,50131705
Shipment includes White cheddar slices,50131708
Requisition for Long grain rice 4kg,50201700
Delivery note for 25 pcs of 14-inch business laptop,43211503
Order placed for Drainage elbow 50mm,40142320
Bought: 5 Concrete wall section,30111504
Bought: 10 White paint 10L,31211504
Shipment includes Precast wall panel,30111504
Bought: 25 Steamed white rice,50201700
Invoice: 2 x Steel rods for foundation,30102307
Delivery note for 12 pcs of Single core insulated cable,26121524
Delivery note for 50 pcs of Flexible copper wire,26121524
Order placed for Internet router for branch,43222609
Requisition for 5L matte paint bucket,31211504
Line item: Organic eggs dozen,50131705
Requested: Fresh eggs 12-pack,50131705
Requisition for Thai jasmine rice,50201700
Delivery note for 50 pcs of Laptop i7 processor,43211503
Delivery note for 2 pcs of Rebar rods for concrete,30102307
Requisition for Heavy panel for construction,30111504
Requested: Flexible copper wire,26121524
Acquired 12 units of Farm eggs (large),50131705
Requested: Interior matte emulsion,31211504
Line item: Drainage elbow 50mm,40142320
Requested: PVC elbow 2in,40142320
Procurement of Steel rods for foundation,30102307
Requested: 14-inch business laptop,43211503
Invoice: 12 x Basmati rice 5kg,50201700
Invoice: 5 x White cheddar slices,50131708
Procurement of Plastic pipe elbow joint,40142320
Requested: Notebook PC for office,43211503
Acquired 10 units of Precast wall panel,30111504
Procurement of Organic eggs dozen,50131705
Procurement of PVC elbow 2in,40142320
Delivery note for 1 pcs of Free-range eggs pack,50131705
Invoice: 5 x Concrete wall section,30111504
Requisition for Office WiFi router,43222609
Bought: 10 Laptop with 16GB RAM,43211503
Order placed for Wall slab 2m,30111504
Delivery note for 12 pcs of Sliced cheddar cheese,50131708
Bought: 25 Carton of large eggs,50131705
Invoice: 25 x Flexible copper wire,26121524
Bought: 10 Steamed white rice,50201700
Invoice: 5 x Interior matte emulsion,31211504
Delivery note for 50 pcs of Laptop i7 processor,43211503
Delivery note for 1 pcs of Sliced cheddar cheese,50131708
Invoice: 10 x Plastic pipe elbow joint,40142320
Requisition for Laptop with 16GB RAM,43211503
Procurement of Precast wall panel,30111504
Requisition for Drainage elbow 50mm,40142320
Requested: Laptop i7 processor,43211503
Invoice: 12 x Carton of large eggs,50131705
Invoice: 1 x Rice sack 5kg,50201700
Procurement of Block of cheddar 1kg,50131708
Shipment includes Office WiFi router,43222609
Order placed for Long grain rice 4kg,50201700
Shipment includes Office WiFi router,43222609
Procurement of Precast wall panel,30111504
Bought: 5 Farm eggs (large),50131705
Order placed for Steel rebars 10mm,30102307
Acquired 50 units of Interior matte emulsion,31211504
Procurement of Precast wall panel,30111504
Bought: 10 Organic eggs dozen,50131705
Procurement of Notebook PC for office,43211503
Invoice: 1 x Organic eggs dozen,50131705
Requisition for Notebook PC for office,43211503
Procurement of Thai jasmine rice,50201700
Order placed for Flexible copper wire,26121524
Invoice: 2 x Rice sack 5kg,50201700
Delivery note for 5 pcs of Laptop with 16GB RAM,43211503
Order placed for Drainage elbow 50mm,40142320
Invoice: 12 x Company-issued laptop,43211503
Procurement of Laptop i7 processor,43211503
Requested: 90-degree PVC fitting,40142320
Requested: Rebar rods for concrete,30102307
Invoice: 2 x 90-degree PVC fitting,40142320
Order placed for Office WiFi router,43222609
Invoice: 5 x Basmati rice 5kg,50201700
Bought: 5 Sliced cheddar cheese,50131708
Procurement of Notebook PC for office,43211503
Line item: 90-degree PVC fitting,40142320
Shipment includes Organic eggs dozen,50131705
Invoice: 10 x Rebar rods for concrete,30102307
