description,unspsc_code
Retail stock: Confectionary products,501618
Retail stock: Dried spinaches,504261
Retail stock: Jams and jellies and nut and sweet spreads and fruit conserves,501924
Warehouse received: Fast moving consumer goods,502033
Warehouse received: Bolts,311616
Received shipment: Dried bilberries,503221
Procurement of Dried sugar apple,503268
Order for Dates,503029
Construction supply: Canned or jarred dragonfruit,503630
Inventory includes Cranberries,503027
Received shipment: Strawberry purees,503872
Received shipment: Frozen peanuts,504453
Restocking Lead ingots strips billets and coil,302635
Inventory includes Computer accessories,432116
Warehouse received: Grass and forage seeds and seedlings,043023
Invoice lists Artichokes,504015
Invoice lists Snack foods,501921
Restocking Cherimoyas purees,503828
Restocking Tin sheet,302631
Procurement of Canned or jarred sea vegetables,504658
Warehouse received: Canned or jarred dates,503629
Used in repairs: Dried bilberries,503221
Warehouse received: Breadfruit purees,503827
Invoice lists Dried garlics,504238
Procurement of Frozen quinces,503461
Inventory includes Strawberry purees,503872
Construction supply: Alcoholic beverages,502022
Received shipment: Strawberry purees,503872
Construction supply: Canned or jarred eggplants,504635
Warehouse received: Precious metal and specialty metal sheets,302661
Procurement of Canned or jarred cabbages,504623
Warehouse received: Lettuces,504046
Restocking Frozen kale,504442
Order for Frozen bunching onions,504422
Warehouse received: Pear purees,503859
Used in repairs: Animal hides and skins and animal textile materials,042321
Procurement of Minimally processed meat and poultry products,501115
Order for Canned or jarred sea vegetables,504658
Inventory includes Frozen limes,503442
Inventory includes Frozen blueberries,503422
Used in repairs: Frozen cucumbers,504434
Used in repairs: Lentils,504045
Procurement of Canned or jarred sorrels,504660
Invoice lists Foams,131113
Warehouse received: Canned or jarred figs,503631
Order for Cauliflowers,504026
Used in repairs: Dried rose hips,503264
Order for Kohlrabi,504043
"Restocking Faucet and shower heads, jets and parts and accessories",301818
Retail stock: Nickel sheets and ingots,302666
Order for Canned or jarred huckleberries,503638
Inventory includes Artichokes,504015
Retail stock: Grapefruit purees,503837
Warehouse received: Canned or jarred mustards,504649
Received shipment: Interior laminates,301620
Inventory includes Ceiling materials,301616
Retail stock: Screws,311615
Invoice lists Bronze ingots strips billets and coil,302627
Received shipment: Canned or jarred dates,503629
Order for Quince purees,503866
Used in repairs: Computer displays,432119
Construction supply: Plastic bars and sheets,302658
Warehouse received: Dried sugar apple,503268
Warehouse received: Dried mulberries,503247
Retail stock: Rhubarb,503063
Procurement of Chinese cabbages,504030
Invoice lists Kohlrabi,504043
Used in repairs: Baking mixes and supplies,501817
Restocking Frozen nightshades,504450
Used in repairs: Huckleberry purees,503842
Received shipment: Casks and barrels and drums,241121
Received shipment: Canned or jarred cherries,503625
Inventory includes Nectarine purees,503854
Procurement of Dried raisin grapes,503235
Construction supply: Frozen peppers,504455
Warehouse received: Dried wine grapes,503236
Order for Pears,503054
Retail stock: Baking mixes and supplies,501817
Used in repairs: Other animal products,042687
Restocking Audio and visual equipment,521615
Procurement of Carrots,504025
Used in repairs: Computers,432115
Retail stock: Dried pears,503254
Used in repairs: Cherimoyas purees,503828
Received shipment: Flour and milled products,502213
Received shipment: Grass and forage seeds and seedlings,043023
Construction supply: Animal hides and skins and animal textile materials,042321
Retail stock: Dried plucots,503257
Invoice lists Dried gooseberries,503232
Construction supply: Frozen apricots,503416
Used in repairs: Infant foods and beverages,501930
Warehouse received: Oranges,503050
Invoice lists Shafts,301039
Retail stock: Dried tamarillo,503269
Warehouse received: Mandarin oranges or tangerine purees,503848
Retail stock: Sugar apple purees,503873
Invoice lists Flour and milled products,502213
Invoice lists Sapotes,503065
Procurement of Sand,043050
Restocking Frozen breadfruit,503423
Used in repairs: Nectarine purees,503854
Inventory includes Beets,504019
Warehouse received: Beans,504018
Procurement of Packaging tubes and cores and labels and accessories,241417
Procurement of Dirt and soil,042319
Used in repairs: Nails,311620
Used in repairs: Cresses,504033
Inventory includes Ferrous alloy bars and sheets,302656
Inventory includes Frozen bayberries or myrtle,503448
Invoice lists Barberries,503018
Inventory includes Canned or jarred nightshades,504650
Inventory includes Lime purees,503846
Warehouse received: Limes,503042
Order for Frozen persimmons,503455
Restocking Boxes,241131
Received shipment: Molding and millwork,301619
Inventory includes Clays,043415
Warehouse received: Sub assemblies for electronic devices,432022
Construction supply: Dried apricots,503216
Warehouse received: Dried lettuces,504246
Received shipment: Cherimoyas,503024
Construction supply: Eggplants,504035
Order for Bayberries or myrtles,503048
Invoice lists Dried nectarines,503249
Invoice lists Dried brussel sprouts,504221
Inventory includes Orange purees,503855
Received shipment: Bananas,503017
Procurement of Dried endives,504236
Procurement of Eggs and egg substitutes,501316
Order for Limes,503042
Invoice lists Dried passion fruit,503252
Warehouse received: Spinaches,504062
Received shipment: Frozen strawberries,503467
Restocking Nightshades,504051
Order for Dried sweet potatoes,504263
Inventory includes Desserts and dessert toppings,501923
Procurement of Coffee and tea,502017
Restocking Packaged combination meals,501927
Construction supply: Vegetable waxes,501517
Construction supply: Canned or jarred bayberries or myrtles,503648
Order for Huckleberries,503038
Inventory includes Fennels,504037
Invoice lists Frozen carrots,504425
Retail stock: Frozen garlics,504438
Invoice lists Frozen lemons,503441
Invoice lists Gooseberry purees,503836
Retail stock: Packaging boxes and bags and pouches,241215
Retail stock: Wild caught fish,501220
Restocking Crates,241129
Retail stock: Nuts excluding wild edible nuts and groundnuts,501025
Construction supply: Personal communications device accessories or parts,431916
Warehouse received: Siding and exterior wall materials,301518
Received shipment: Canned or jarred okras,504651
Order for Flour tortillas,501933
Used in repairs: Nominant fruit purees,503875
Warehouse received: Processed and synthetic rubber,131016
Retail stock: Rails,301031
Order for Dried fennels,504237
Restocking Elastomers,131017
Received shipment: Frozen carrots,504425
Order for Aluminum strips and ingots,302652
Restocking Rhubarb,503063
Invoice lists Residues other than animal feed,044484
Warehouse received: Decorative rock,043780
Restocking Dried mangoes,503245
Order for Dried mangoes,503245
Construction supply: Dried barberries,503218
Order for Canned or jarred pineapples,503656
Procurement of Grapefruit purees,503837
Used in repairs: Specialty steel sheets,302642
Restocking Frozen fennels,504437
Inventory includes Canned or jarred mandarin oranges or tangerines,503644
Procurement of Kohlrabi,504043
Order for Eggplants,504035
Restocking Frozen tamarillo,503469
Used in repairs: Personal communication devices,431915
Invoice lists Nectarine purees,503854
Used in repairs: Soil stabilizers and reinforcing materials,301219
Retail stock: Chokeberry purees,503876
Procurement of Wine grapes,503036
Inventory includes Frozen summer squashes and summer pumpkins,504462
Construction supply: Frozen beans,504418
Warehouse received: Canned or jarred beans,504618
Retail stock: Dried green peas,504240
Procurement of Personal communications device accessories or parts,431916
Received shipment: Fresh vegetable juice or concentrate,502031
Invoice lists Nuts excluding wild edible nuts and groundnuts,501025
Retail stock: Saskatoon berries,503066
Construction supply: Dried cabbages,504223
Retail stock: Frozen sorrels,504460
Order for Dried figs,503231
Order for Frozen chards,504428
Invoice lists Dried malanga,504247
Retail stock: Frozen persimmons,503455
Restocking Frozen peas,504454
Inventory includes Mulberry purees,503852
Construction supply: Onions,504053
Used in repairs: Frozen spinaches,504461
Received shipment: Shellfish,501216
Order for Canned or jarred strawberries,503667
Inventory includes Frozen pomegranates,503459
Inventory includes Canned or jarred passion fruit,503652
Inventory includes Frozen leeks,504444
Restocking Frozen broccoli,504420
Invoice lists Mulberries,503047
Retail stock: Post,301029
Restocking Dirt and soil,042319
Order for Steel alloy bars,302637
Restocking Dried shallots,504259
Used in repairs: Iron ingots strips billets and coil,302655
Order for Wild caught shellfish,501224
Retail stock: Frozen raisin grapes,503435
Restocking Nuts and seeds,501017
Invoice lists Chicories,504029
Received shipment: Dried raspberries,503262
Inventory includes Baking mixes and supplies,501817
Used in repairs: Freight containers,241128
Received shipment: Frozen cresses,504433
Procurement of Dried carrots,504225
Used in repairs: Kohlrabi,504043
Retail stock: Guavas,503037
Warehouse received: Precious metal and specialty metal sheets,302661
Invoice lists Dried yams,504267
Used in repairs: Citron purees,503830
Invoice lists Cauliflowers,504026
Warehouse received: Specialty insulation,301416
Received shipment: Magnesium ingots strips billets and coil,302619
Used in repairs: Apricot purees,503820
Restocking Boxes,241131
Warehouse received: Dried gourds,504239
Inventory includes Legume seeds and seedlings,045214
Construction supply: Computer accessories,432116
Retail stock: Orange purees,503855
Received shipment: Plum purees,503863
Invoice lists Canned or jarred bunching onions,504622
Received shipment: Frozen lentils,504445
Warehouse received: Stainless steel coil,302647
Retail stock: Pears,503054
Invoice lists Frozen nominant vegetables,504468
Received shipment: Ferrous alloy bars and sheets,302656
Restocking Frozen cresses,504433
Retail stock: Dried chards,504228
Received shipment: Canned or jarred huckleberries,503638
Used in repairs: Canned or jarred mangoes,503645
Received shipment: Base Metals,043049
Warehouse received: Canned or jarred table grapes,503634
Received shipment: Pineapples,503056
Inventory includes Frozen kiwi fruit,503439
Procurement of Canned or jarred chards,504628
Retail stock: Frozen lettuces,504446
Retail stock: Canned or jarred barberries,503618
Procurement of System Cards,432014
Received shipment: Cereal seeds,042658
Inventory includes Frozen cranberries,503427
Received shipment: Frozen tamarillo,503469
Order for Tangelo purees,503849
Inventory includes Canned or jarred rose hips,503664
Used in repairs: Mandarin oranges or tangerine purees,503848
Used in repairs: Dried strawberries,503267
Restocking Dried papayas,503251
Construction supply: Currant purees,503832
Restocking Lemons,503041
Received shipment: Melons,503046
Invoice lists Frozen mandarin oranges or tangerines,503444
Procurement of Canned or jarred avocados,504617
Received shipment: Bronze ingots strips billets and coil,302627
Received shipment: Post,301029
Order for Canned or jarred tamarillo,503669
Warehouse received: Plum purees,503863
Warehouse received: Pomegranate purees,503864
Restocking Frozen cranberries,503427
Warehouse received: Sea vegetables,504059
Warehouse received: Frozen rhubarb,503463
Warehouse received: Copper bars,302622
Invoice lists Wood,042686
Warehouse received: Canned or jarred brussel sprouts,504621
Invoice lists Non sanitary residential fixtures,301816
Invoice lists Bilberries,503021
Order for Wall finishing materials,301615
Inventory includes Mangoes,503045
Procurement of Cherimoyas purees,503828
Construction supply: Canned or jarred herbs,504641
Received shipment: Frozen bananas,503417
Retail stock: Frozen olives,503472
Warehouse received: Frozen peas,504454
Construction supply: Raw milk products,502032
Inventory includes Nuts excluding wild edible nuts and groundnuts,501025
Received shipment: Dried cherimoyas,503224
Used in repairs: Wall finishing materials,301615
Construction supply: Brussel sprouts,504021
Construction supply: Frozen quinces,503461
Received shipment: Canned or jarred endives,504636
Received shipment: Canned or jarred grapefruit,503633
Invoice lists Stairs and stairways,301621
Invoice lists Dried nectarines,503249
Order for Fresh citrus juice or concentrate,502024
Used in repairs: Canned or jarred dragonfruit,503630
Order for Pickles and relish and olives,501719
Restocking Foams,131113
Used in repairs: Cakes and pies and pastries,501820
Invoice lists Dried onions,504252
Invoice lists Dried artichokes,504215
Invoice lists Farm raised shellfish,501225
Procurement of Magnesium bars and sheets,302618
Received shipment: Cranberry purees,503831
Construction supply: Canned or jarred nominant vegetables,504668
Warehouse received: Dried sorrels,504260
Construction supply: Frozen plums,503458
Inventory includes Canned or jarred mulberries,503647
Construction supply: Frozen potatoes,504456
Invoice lists Chocolate and sugars and sweetening products,501615
Used in repairs: Canned or jarred lentils,504645
Used in repairs: Frozen cresses,504433
Order for Dried carrots,504225
Warehouse received: Frozen sea vegetables,504458
Used in repairs: Tin sheet,302631
Inventory includes Canned or jarred sapotes,503665
Used in repairs: Canned or jarred pomegranates,503659
Warehouse received: Canned or jarred green peas,504640
Warehouse received: Wood structural materials,302663
Warehouse received: Frozen nightshades,504450
Retail stock: Carbon steel bars,302636
Retail stock: Canned or jarred fennels,504637
Order for Huckleberry purees,503842
Retail stock: Shafts,301039
Procurement of Grapefruit purees,503837
Construction supply: Pear purees,503859
Construction supply: Dried green peas,504240
Order for Rivets,311622
Invoice lists Asphalts,301216
Retail stock: Magnesium bars and sheets,302618
Retail stock: Bearberries,503019
Used in repairs: Rails,301031
Order for Canned or jarred pineapples,503656
Retail stock: Fresh pome fruit juice or concentrate,502026
Used in repairs: Dried breadfruit,503223
Retail stock: Bronze bars,302625
Order for Apricots,503016
Invoice lists Dried bananas,503217
Restocking Edible animal oils and fats,501516
Construction supply: Frozen raspberries,503462
Used in repairs: Thermal insulation,301415
Restocking Dried corn,504232
Restocking Brussel sprouts,504021
Construction supply: Prepared side dishes,501926
Received shipment: Currant purees,503832
Used in repairs: Zinc ingots strips billets and coil,302629
Restocking Frozen bilberries,503421
Warehouse received: Wild caught fish,501220
Order for Stairs and stairways,301621
Retail stock: Edible animal oils and fats,501516
Received shipment: Fish,501215
Construction supply: Sea vegetables,504059
Construction supply: Sandwiches and filled rolls,501925
Procurement of Rhubarb,503063
Retail stock: Instant mixes and supplies,501931
Procurement of Frozen cherries,503425
Received shipment: Bronze bars,302625
Warehouse received: Food baskets,501934
Retail stock: Stainless steel sheets,302646
Received shipment: Nuts excluding wild edible nuts and groundnuts,501025
Used in repairs: Frozen mustards,504449
Used in repairs: Dried summer squashes and summer pumpkins,504262
Inventory includes Zinc bars and sheets,302628
Construction supply: Frozen passion fruit,503452
Order for Copper ingots strip billets and coil,302624
Received shipment: Frozen winter squashes and winter pumpkins,504466
Construction supply: Surface,301521
Warehouse received: Plum purees,503863
Invoice lists Frozen bilberries,503421
Construction supply: Canned or jarred kale,504642
Procurement of Securing and protecting supplies,241415
Restocking Rosins,131111
Inventory includes Frozen olives,503472
Received shipment: Mango purees,503850
Procurement of Canned or jarred plums,503658
Procurement of Raspberries,503062
Procurement of Canned or jarred quinces,503661
Construction supply: Fencing,301520
Inventory includes Dried saskatoon berries,503266
Procurement of Nominant fruits,503070
Retail stock: Stainless steel coil,302647
Used in repairs: Rails,301031
Retail stock: Dried dragonfruit,503230
Warehouse received: Canned or jarred mustards,504649
Received shipment: Canned or jarred peaches,503653
Used in repairs: Canned or jarred herbs,504641
Retail stock: Canned or jarred raisin grapes,503635
Used in repairs: Computer printers,432121
Order for Raw milk products,502032
Received shipment: Frozen carrots,504425
Inventory includes Fresh pome fruit juice or concentrate,502026
Warehouse received: Tanks and cylinders and their accessories,241118
Received shipment: Dried blueberries,503222
Received shipment: Residues other than animal feed,044484
Received shipment: Frozen huckleberries,503438
Received shipment: Angles,301015
Order for Broccoli,504020
Used in repairs: Frozen kiwi fruit,503439
Restocking Dried blackberries,503220
Restocking Dried chokeberries,503271
Construction supply: Canned or jarred tomatoes,504664
Restocking Nectarines,503049
Received shipment: Bags,241115
Procurement of Canned or jarred rose hips,503664
Received shipment: Dried asparagus,504216
Invoice lists Dried plucots,503257
Order for Canned or jarred huckleberries,503638
Warehouse received: Dried kohlrabi,504243
Restocking Grapefruit purees,503837
Order for Nails,311620
Construction supply: Onions,504053
Construction supply: Dried plums,503258
Construction supply: Frozen tomatoes,504464
Retail stock: Rod,301024
Order for Washers,311618
Warehouse received: Vegetable seeds and seedlings,042292
Construction supply: Canned or jarred celery,504627
Invoice lists Braid,301037
Invoice lists Surface,301521
Warehouse received: Frozen sapotes,503465
Construction supply: Honeycomb core,301035
Construction supply: Frozen tamarillo,503469
Used in repairs: Dried citrons,503226
Construction supply: Raisin grapes,503035
Procurement of Plums,503058
Warehouse received: Dried broccoli,504220
Warehouse received: Base Metals,043049
Order for Frozen leeks,504444
Invoice lists Frozen onions,504452
Retail stock: Bilberry purees,503825
Restocking Frozen nominant vegetables,504468
Warehouse received: Dried carrots,504225
Retail stock: Plastic films,131112
Invoice lists Pickles and relish and olives,501719
Order for Artichokes,504015
Received shipment: Stainless steel strips,302648
Received shipment: Frozen chinese cabbages,504430
Order for Honeycomb core,301035
Inventory includes Pickles and relish and olives,501719
Order for Limes,503042
Received shipment: Rivets,311622
Order for Frozen corn,504432
Warehouse received: Wine grapes,503036
Warehouse received: Dried kohlrabi,504243
Restocking Canned or jarred tamarillo,503669
Inventory includes Sweet potatoes,504064
Procurement of Canned or jarred figs,503631
Order for Apricot purees,503820
Procurement of Canned or jarred grapefruit,503633
Used in repairs: Dried peas,504254
Received shipment: Siding and exterior wall materials,301518
Received shipment: Dried bananas,503217
Restocking Beets,504019
Warehouse received: Peas,504054
Warehouse received: Frozen mandarin oranges or tangerines,503444
Warehouse received: Shallots,504060
Retail stock: Frozen sapotes,503465
Received shipment: Packaged combination meals,501927
Construction supply: Canned or jarred persimmons,503655
Warehouse received: Dried asparagus,504216
Inventory includes Canned or jarred peanuts,504653
Order for Frozen currants,503428
Procurement of Canned or jarred peaches,503653
Restocking Canned or jarred cardoons,504624
Inventory includes Concrete reinforcement hardware,301119
Inventory includes Canned or jarred rhubarb,503663
Used in repairs: Frozen breadfruit,503423
Procurement of Magnesium ingots strips billets and coil,302619
Used in repairs: Leeks,504044
Retail stock: Dried saskatoon berries,503266
Procurement of Loquat purees,503847
Restocking Peaches,503053
Construction supply: Raisin grapes,503035
Received shipment: Beets,504019
Procurement of Bunching onions,504022
Restocking Canned or jarred yams,504667
Inventory includes Dried breadfruit,503223
Retail stock: Copper ingots strip billets and coil,302624
Used in repairs: Carrots,504025
Retail stock: Bituminous derivatives,301215
Invoice lists Plucot purees,503862
Invoice lists Canned or jarred onions,504652
Warehouse received: Citron purees,503830
Order for Celery,504027
Procurement of Finishing materials and products,301519
Warehouse received: Frozen gourds,504439
Retail stock: Canned or jarred bananas,503617
Procurement of Asphalts,301216
Construction supply: Perfumery products,043781
Warehouse received: Breadfruit,503023
Restocking Road and railroad construction materials,301217
Used in repairs: Other animal products,042687
Warehouse received: Frozen eggplants,504435
Inventory includes Dried lettuces,504246
Restocking Dried nightshades,504250
Retail stock: Dried peaches,503253
Warehouse received: Canned or jarred dragonfruit,503630
Warehouse received: Frozen gourds,504439
Inventory includes Pear purees,503859
Received shipment: Dried asparagus,504216
Warehouse received: Huckleberry purees,503842
Warehouse received: Canned or jarred lettuces,504646
Construction supply: Dried broccoli,504220
Retail stock: Kumquats,503040
Construction supply: Dried cauliflowers,504226
Construction supply: Canned or jarred lemons,503641
Received shipment: Frozen rhubarb,503463
Warehouse received: Frozen bananas,503417
Invoice lists Spice crop seeds and seedlings,043388
Restocking System Cards,432014
Invoice lists Apricot purees,503820
Order for Landscape architecture materials,301218
Procurement of Personal communication devices,431915
Order for Concrete reinforcement hardware,301119
Construction supply: Lead ingots strips billets and coil,302635
Procurement of Melons,503046
Invoice lists Frozen yams,504467
Warehouse received: Canned or jarred rose hips,503664
Used in repairs: Frozen peaches,503453
Used in repairs: Dried nominant vegetables,504268
Order for Foil,301020
Inventory includes Frozen peppers,504455
Inventory includes Canned or jarred raspberries,503662
Retail stock: Food baskets,501934
Invoice lists Nectarine purees,503854
Order for Artichokes,504015
Invoice lists Breadfruit purees,503827
Restocking Canned or jarred cardoons,504624
Restocking Canned or jarred broccoli,504620
Procurement of Cabinetry,301618
Restocking Dried mulberries,503247
Restocking Frozen spinaches,504461
Retail stock: Date purees,503833
Retail stock: Sanitary ware,301815
Inventory includes Canned or jarred sugar peas,504669
Order for Dried broccoli,504220
Procurement of Dried corn,504232
Inventory includes Pomelo purees,503865
Inventory includes Onions,504053
Used in repairs: Processed cereals,502212
Warehouse received: Blackberries,503020
Warehouse received: Tin bars,302630
Order for Dried green peas,504240
Received shipment: Dried nominant vegetables,504268
Invoice lists Canned or jarred broccoli,504620
Inventory includes Glass products,301717
Inventory includes Dried saskatoon berries,503266
Construction supply: Flour tortillas,501933
Construction supply: Canned or jarred passion fruit,503652
Order for Sugar peas,504071
Received shipment: Dried lettuces,504246
Construction supply: Magnesium bars and sheets,302618
Received shipment: Dried lentils,504245
Construction supply: Canned or jarred peas,504654
Retail stock: Canned or jarred cabbages,504623
Inventory includes Cardoons,504024
Construction supply: Canned or jarred chokeberries,503671
Used in repairs: Guavas,503037
Order for Frozen summer squashes and summer pumpkins,504462
Retail stock: Dried kohlrabi,504243
Restocking Frozen potatoes,504456
Warehouse received: Cherry purees,503829
Inventory includes Frozen chards,504428
Retail stock: Canned or jarred oranges,503650
Retail stock: Table grape purees,503838
Order for Iron ingots strips billets and coil,302655
Invoice lists Specialty material coil strips billets and ingots,302665
Warehouse received: Frozen malanga,504447
Inventory includes Dried blackberries,503220
Inventory includes Raisin grape purees,503840
Procurement of Aluminum bars,302649
Received shipment: Cheese,501318
Restocking Bananas,503017
Order for Eggplants,504035
Inventory includes Frozen fennels,504437
Used in repairs: Canned or jarred breadfruit,503623
Retail stock: Sea vegetables,504059
Received shipment: Processed meat and poultry products,501120
Warehouse received: Steel alloy sheets,302641
Warehouse received: Dirt and soil,042319
Used in repairs: Plastic bars and sheets,302658
Received shipment: Frozen bunching onions,504422
Warehouse received: Chokeberry purees,503876
Procurement of Canned or jarred cabbages,504623
Restocking Frozen summer squashes and summer pumpkins,504462
Inventory includes Dried herbs,504241
Order for Springs,311619
Restocking Cement and lime,301116
Used in repairs: Blackberries,503020
Procurement of Mangoes,503045
Construction supply: Alcoholic beverages,502022
Invoice lists Canned or jarred sugar peas,504669
Inventory includes Canned or jarred garlics,504638
Construction supply: Frozen wine grapes,503436
Restocking Canned or jarred blackberries,503620
Invoice lists Brussel sprouts,504021
Retail stock: Gooseberry purees,503836
Restocking Interior laminates,301620
Received shipment: Dried pineapples,503256
Procurement of Potatoes,504057
Inventory includes Cherimoyas,503024
Order for Canned or jarred turnip greens,504665
Invoice lists Gourds,504039
Procurement of Canned or jarred bilberries,503621
Construction supply: Dried brussel sprouts,504221
Retail stock: Plant fibers,043416
Order for Plate,301022
Construction supply: Chassis components,432016
Retail stock: Frozen bilberries,503421
Received shipment: Dried myrtle,503248
Invoice lists Frozen chokeberries,503471
Inventory includes Specialty steel bars,302639
Construction supply: Canned or jarred dragonfruit,503630
Retail stock: Frozen leeks,504444
Restocking Dried pears,503254
Inventory includes Canned or jarred kiwi fruit,503639
Received shipment: Dried leeks,504244
Procurement of Milk and butter products,501317
Retail stock: Dried peppers,504255
Received shipment: Raisin grape purees,503840
Invoice lists Nails,311620
Order for Dried leeks,504244
Construction supply: Dried avocados,504217
Used in repairs: Dried nightshades,504250
Retail stock: Frozen strawberries,503467
Procurement of Canned or jarred limes,503642
Order for Faucets or taps,301817
Restocking Sandwiches and filled rolls,501925
Order for Gooseberries,503032
Warehouse received: Brussel sprouts,504021
Procurement of Dried cauliflowers,504226
Inventory includes Bread and biscuits and cookies,501819
Construction supply: Cereals,502211
Order for Tool steel bars,302638
Procurement of Canned or jarred mandarin oranges or tangerines,503644
Retail stock: Dried nominant fruits,503270
Restocking Pulses,502210
Order for Thermoplastic plastics,131020
Warehouse received: Plucots,503057
Restocking Finishing materials and products,301519
Invoice lists Cherry purees,503829
Inventory includes Frozen plums,503458
Invoice lists Rod,301024
Invoice lists Dried myrtle,503248
Restocking Ores,042684
Restocking Dried cardoons,504224
Retail stock: Titanium ingots strips billets and coil,302621
Inventory includes Dried cabbages,504223
Construction supply: Frozen lentils,504445
Procurement of Plucot purees,503862
Restocking Dried nominant vegetables,504268
Received shipment: Dried blackberries,503220
Received shipment: Frozen pineapples,503456
Restocking Nails,311620
Procurement of Bayberries or myrtles,503048
Order for Dried nectarines,503249
Warehouse received: Dried artichokes,504215
Retail stock: Carbon steel bars,302636
Retail stock: Legume seeds and seedlings,045214
Procurement of Roofing accessories,301516
Invoice lists Personal communications device accessories or parts,431916
Retail stock: Fresh vegetable juice or concentrate,502031
Inventory includes Canned or jarred melons,503646
Retail stock: Doors,301715
Inventory includes Canned or jarred lettuces,504646
Restocking Dried kohlrabi,504243
Received shipment: Cranberry purees,503831
Restocking Avocados,504017
Warehouse received: Frozen sorrels,504460
Invoice lists Partition walls,301624
Received shipment: Coffee and tea,502017
Procurement of Gooseberries,503032
Restocking Currants,503028
Warehouse received: Dried figs,503231
Inventory includes Eggplants,504035
Retail stock: Canned or jarred shallots,504659
Construction supply: Partition walls,301624
Order for Canned or jarred nominant vegetables,504668
Received shipment: Zinc bars and sheets,302628
Order for System Cards,432014
Construction supply: Frozen raisin grapes,503435
Order for Dried figs,503231
Procurement of Processed meat and poultry products,501120
Used in repairs: Nickel sheets and ingots,302666
Order for Canned or jarred apples,503615
Procurement of Slip sheets,241130
Used in repairs: Fencing,301520
Used in repairs: Canned or jarred eggplants,504635
Received shipment: Canned or jarred chinese cabbages,504630
Warehouse received: Removable storage media,432020
Warehouse received: Frozen persimmons,503455
Construction supply: Canned or jarred persimmons,503655
Warehouse received: Pineapple purees,503861
Inventory includes Dried brussel sprouts,504221
Restocking Wood structural materials,302663
Inventory includes Canned or jarred cherries,503625
Invoice lists Zinc ingots strips billets and coil,302629
Retail stock: Dried gooseberries,503232
Procurement of Frozen papayas,503451
Construction supply: Fig purees,503835
Warehouse received: Canned or jarred sorrels,504660
Received shipment: Canned or jarred rhubarb,503663
Procurement of Figs,503031
Construction supply: Canned or jarred peppers,504655
Procurement of Frozen peas,504454
Construction supply: Sapotes,503065
Restocking Frozen raisin grapes,503435
Construction supply: Gates,301720
Construction supply: Dried endives,504236
Invoice lists Bottles or vials,241220
Invoice lists Savory pies and quiches and pasties,501928
Received shipment: Computers,432115
Warehouse received: Desserts and dessert toppings,501923
Restocking Cement and lime,301116
Inventory includes Sugar apple purees,503873
Used in repairs: Nominant vegetables,504070
Received shipment: Canned or jarred summer squashes and summer pumpkins,504662
Inventory includes Peaches,503053
Inventory includes Dirt and soil,042319
Construction supply: Canned or jarred spinaches,504661
Construction supply: Rain gutters and accessories,301517
Order for Frozen mushrooms,504448
Procurement of Currant purees,503832
Construction supply: Canned or jarred fennels,504637
Procurement of Ceiling materials,301616
Inventory includes Rails,301031
Construction supply: Canned or jarred barberries,503618
Construction supply: Shafts,301039
Received shipment: Post,301029
Restocking Oranges,503050
Inventory includes Bottles or vials,241220
Warehouse received: Canned or jarred lemons,503641
Warehouse received: Frozen bayberries or myrtle,503448
Received shipment: Frozen malanga,504447
Retail stock: Frozen mustards,504449
Procurement of Bilberries,503021
Used in repairs: Dried bilberries,503221
Procurement of Canned or jarred beets,504619
Inventory includes Canned or jarred corn,504632
Retail stock: Dried lettuces,504246
Procurement of Chives,504031
Restocking Shallots,504060
Retail stock: Frozen garlics,504438
Construction supply: Fresh berry juice or concentrate,502025
Used in repairs: Passion fruit,503052
Warehouse received: Gooseberries,503032
Used in repairs: Cement and lime,301116
Invoice lists Hollow structural sections HSS,301040
Warehouse received: Stainless steel bars,302645
Invoice lists Structural products,301036
Retail stock: Cushioning supplies,241416
Received shipment: Herbs,504041
Construction supply: Dried celery,504227
Used in repairs: Canned or jarred artichokes,504615
Procurement of Frozen olives,503472
Inventory includes Bronze bars,302625
Invoice lists Frozen bananas,503417
Warehouse received: Fast moving consumer goods,502033
Used in repairs: Canned or jarred spinaches,504661
Used in repairs: Table grapes,503034
Warehouse received: Potatoes,504057
Inventory includes Chocolate and sugars and sweetening products,501615
Retail stock: Gooseberry purees,503836
Invoice lists Canned or jarred lentils,504645
Received shipment: Canned or jarred nectarines,503649
Procurement of Aluminum sheets,302650
Warehouse received: Frozen chokeberries,503471
Construction supply: Lead ingots strips billets and coil,302635
Procurement of Frozen loquats,503443
Warehouse received: Frozen fennels,504437
Warehouse received: Aluminum bars,302649
Construction supply: Canned or jarred rhubarb,503663
Inventory includes Cardoons,504024
Retail stock: Boxes,241131
Procurement of Minimally processed meat and poultry products,501115
Construction supply: Frozen bearberries,503419
Received shipment: Frozen figs,503431
Restocking Natural rubber,131015
Used in repairs: Dried citrons,503226
Procurement of Iron sheets,302654
Warehouse received: Dried potatoes,504256
Procurement of Grapefruit purees,503837
Warehouse received: Frozen apples,503415
Used in repairs: Rod,301024
Inventory includes Dried quinces,503261
Construction supply: Frozen turnip greens,504465
Order for Nominant vegetables,504070
Procurement of Canned or jarred cauliflowers,504626
Invoice lists Mulberry purees,503852
Received shipment: Mushrooms,504048
Warehouse received: Gates,301720
Order for Frozen malanga,504447
Received shipment: Personal communications device accessories or parts,431916
Received shipment: Dried mangoes,503245
Construction supply: Herbs,504041
